minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam,element,Gameweek,season,name,team,opponent_team,was_home
90,0,0,1,0,0,0,0,0,0,1,0,22,11.8,0.1,0.0,1.2,1,4,0,0,1,0.00,0.00,0.00,0.37,6,False,1,35,2025-26,David Raya Martín,1,10,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,2,35,2025-26,Kepa Arrizabalaga Revuelta,1,10,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,3,35,2025-26,Karl Hein,1,10,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,4,35,2025-26,Tommy Setford,1,10,True
90,0,0,1,0,0,0,0,0,0,0,0,27,23.6,2.1,52.0,7.8,7,3,1,8,1,0.64,0.02,0.66,0.37,6,False,5,35,2025-26,Gabriel dos Santos Magalhães,1,10,True
90,0,0,1,0,0,0,0,0,0,0,0,27,22.2,24.4,6.0,5.3,6,3,0,6,1,0.00,0.31,0.31,0.37,6,False,6,35,2025-26,William Saliba,1,10,True
90,0,0,1,0,0,0,0,0,0,0,0,20,25.2,12.6,39.0,7.7,5,3,1,6,1,0.23,0.02,0.25,0.37,6,False,7,35,2025-26,Riccardo Calafiori,1,10,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,8,35,2025-26,Jurriën Timber,1,10,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,9,35,2025-26,Jakub Kiwior,1,10,True
90,0,0,1,0,0,0,0,0,0,0,0,28,11.6,15.5,2.0,2.9,1,6,2,3,1,0.00,0.07,0.07,0.37,6,False,10,35,2025-26,Myles Lewis-Skelly,1,10,True
82,0,0,1,0,0,0,0,0,0,0,0,27,12.0,14.8,6.0,3.3,4,5,0,4,1,0.00,0.14,0.14,0.37,6,False,11,35,2025-26,Benjamin White,1,10,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,12,35,2025-26,Oleksandr Zinchenko,16,7,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,13,35,2025-26,Brayden Clarke,1,10,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,14,35,2025-26,Maldini Kacurri,1,10,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,False,15,35,2025-26,Josh Nichols,1,10,True
45,1,1,0,0,0,0,0,0,0,0,2,46,55.2,49.3,25.0,13.0,0,4,0,4,1,0.30,0.86,1.16,0.03,11,True,16,35,2025-26,Bukayo Saka,1,10,True
